id	mission_time	comms	speaker
27612	203275	That was - That was me picking up some particles of paint that were floating through the air in front of the camera, there.	CDR
27613	203282	Roger, Neil. We got it. It appears to us that Neil's about to check the Velcro mat, there.	CC
27614	203297	Okay, Buzz. We see the card up now.	CC
27615	203306	Okay. For those of you that don't know, this is where we log most of our data for each of the LM maneuvers, and we have another card like this that the timeline book that is laid down on the table in front of the data display keyboard; and it's on this timeline that we have all our procedures. But we obviously have to hold these in place in zero g, so we make use of the Velcro patches on the back and on the table so we can attach these down here; and then we just turn the pages over when we go to new sequences in our timeline of procedures.	LMP
27616	203353	Roger.	CC
27617	203358	And we're ready to copy DOI PAD.	LMP
27618	203361	Roger. We'll have the FIDO's work that one up for you momentarily.	CC
27619	203426	11, Houston. That was a good shot of Panel 2. Now we got Panel 3 in view with the TEMP MONITOR switch. The stabilization - station and control panel, we see now, with the MODE CONTROL switches. Now over to the rendezvous radar. Real good.	CC
27620	203448	11, that's real good camera work.	CC
27621	203466	That'll be the most unusual position a cameraman's ever had, hanging by his toes from a tunnel and taking the picture upside-down.	LMP
27622	203477	Roger. Well you're doing a super job. We got a good view of the cross pointer, there. Had a good view of the tape meter.	CC
27623	203501	We're giving you a picture now of the floor of the cabin. I think you can see the - one of the two portable life support system backpacks here in the center, and on each side, we have the two helmet visors. I'll remove one of them and show you a little closer view of what this looks like.	LMP
27624	203524	Roger.	CC
27625	203530	Inside the helmet visors are the EVA gloves with the blue tips. I'm about to take those out now.	LMP
27626	203547	Roger, Buzz. That's a great shot now that we're getting of the helmet, the EVA visor, and also the - the EVA gloves in the background.	CC
27627	203561	Okay. You did say this was going out now, didn't you?	LMP
27628	203565	Standby. I think so.	CC
27629	203578	11, you got a pretty big audience. It's live in the U.S. It's going live to Japan, western Europe, and much of South America. Everybody reports very good color. Appreciate the great show.	CC
27630	203595	Roger. Understand. Thank you.	LMP
27631	203628	Buzz, that was a good demonstration of your EVA visor assembly. Appreciate it.	CC
27632	203679	Hey, I like the good view of Mr. Collins down there. We finally see him again.	CC
27633	203686	Hello there, earthling. 02 08 34 54 CCHello there.	CMP
27634	203724	11, Houston. We noticed when you were scanning over Panel 2 a moment ago, 1 and 2, the two eight balls were slightly in disagreement. Control said he'd like a AGS align, there.	CC
27635	203739	Yes. One of them's AGS, one of them's PNGCS. The problem is, we don't know whether to align AGS to PNGCS or PNGCS to AGS.	LMP
27636	203751	Stand by.	CC
27637	203758	11, Chris said he can tell you.	CC
27638	203765	We'll cage them both.	LMP
27639	203768	Roger.	CC
27640	203821	Like old home week, Charlie, to get back in the LM again.	LMP
27641	203824	Roger. I can imagine.	CC
27642	203844	The traverse from the bottom of the LM to the aft bulkhead of the command module must be about 16, 20 feet. It's not a disorienting one at all, but it's most interesting to contemplate just pushing off from one and bounding on into the other vehicle all the way through the tunnel.	CDR
27643	203864	Roger. Must be some experience. Is Collins going to go in and look around?	CC
27644	203876	We're willing to let him go but he hasn't come up with the price of the ticket yet.	CDR
27645	203888	If I can get him to keep his hands off my DSKY, it'd be a fair swap.	CDR
27646	203893	Roger.	CC
27647	203898	That's why I've been eating so much today. I haven't had anything to do. He won't let me touch it any more.	CMP
27648	203903	Roger.	CC
27649	203935	11, Houston. If that's not the Earth, we're in trouble.	CC
27650	203940	That's the Earth, and we have a very good view of it today. There are a few more cloud bands on than yesterday when we beamed down to you, but it's a beautiful sight.	CDR
27651	203974	We have some horizontal banding in our TV monitor. Are we transmitting that to you, or do you have a clear picture?	CDR
27652	203981	Neil, we have a very clear picture. The only thing that we see is a little white dot in the bottom of our screen, which is - our TV guys say is an - apparently a burned out spot in the camera, but it should come back. Over.	CC
27653	203999	Roger. We have that in our monitor also.	CDR
27654	204020	11, Houston. We do have three lines across our TV. I thought it was just a transmission problem, but everybody's telling me now that it's probably - it's on the downlink. Over.	CC
27655	204035	No, those are the same three ones that we have.	CDR
27656	204037	Okay.	CC
27657	204047	How far are - out are we now, Charlie?	LMP
27658	204051	Stand by. Give you exact figure.	CC
27659	204060	Did you notice the difference between yesterday and today? This is as large an image we can - we can give you.	CDR
27660	204065	Roger. If you think we're smaller, you're now 177,000 miles out. Over.	CC
27661	204073	Thank you.	LMP
27662	204074	That's nautical miles?	CDR
27663	204077	That's affirmative, 11. We -	CC
27664	204083	... Hold on.	LMP
27665	204084	Go ahead. Over.	CC
27666	204094	11, Houston. We see the - still see the banding along the intratropical convergence. I guess the most predominate one now is around the - up in the - around the equator or slightly north of the equator.	CC
27667	204111	Yes, that's the way it looks, Charlie. Same as yesterday.	LMP
27668	204114	Roger.	CC
27669	204125	Just keep the Pacific Ocean nice and clear and calm on splash day, is all we ask.	LMP
27670	204151	And Charlie, I'd like to say hello to all my fellow scouts and scouters at Farragut State Park in Idaho having a National Jamboree there this week; and Apollo 11 would like to send them best wishes.	CDR
27671	204167	Thank you, Apollo 11. I'm sure that, if they didn't hear that, they'll get the word through the news, surely appreciate that.	CC
27672	204212	11, Houston. We have you - your subspacecraft point is just off the western coast of South America directly south of about Mexico City. Over.	CC
27673	204226	That - That looks like what we observe from here.	CDR
27674	204242	And we're going to turn our TV monitor off now for a short bit while we have some other work to do. Apollo 11 signing off.	CDR
27675	204252	Roger, 11. Thank you very much. That was one of the greatest shows we've ever seen. We sure appreciate it. Over.	CC
27676	204260	It was a pleasure.	CDR
27677	204350	Hello, Apollo 11. Houston. Could you give us an idea of about how long it will be before you start close - closing the LM back up? Over.	CC
27678	204360	We've got a little more work to do up here, Charlie. We're going to make sure that we have everything transferred around and stowed the way we want it and try to get a little bit ahead on tomorrow's timeline. I suppose that we could be out of there in another half hour or so if it was necessary.	CDR
27679	204383	Roger, Neil. We're not trying to push you. We're just trying to get an idea of - about water dumps and starting up the PTC again. Take your sweet time. Over.	CC
27680	204394	Okay. We'd like to get a flight plan update from you for the next couple of hours, here. When you think what the various constraints might be and what - what order you might like us to do things.	CDR
27681	204413	Roger. Stand by. We'll have that to you in a moment.	CC
27682	204968	Hello, Apollo 11. Houston. Mike, we'd like to go ahead and do a waste-water dump. We'd like you to dump it all the way down to zero. Over.	CC
27683	204981	Roger. We copy that, Charlie.	CMP
27684	204991	How does that work, Charlie?	CMP
27685	205046	Houston, 11.	CDR
27686	205084	11, Houston. Did you call? Over.	CC
27687	205089	Roger. Just noticed that the mast that the EVA light is on is charred brown. It looks as though it took quite a beating during launch.	CDR
27688	205103	Roger.	CC
27689	205104	The EVA light still does work.	CDR
27690	205107	Roger. We'll let this - the SPAN guys look at this, and we'll be back with you with what we think. Over.	CC
27691	205117	Okay.	CDR
27692	205221	11, Houston. We were wondering, Neil, with your closing comment on the TV, if you were going to turn it off. It indicated that you might be considering turning it back on. We were wondering whether we want to keep the lines up. Over.	CC
27693	205235	Well, we want your recommendation on that, but I think we would just as soon, ourselves, terminate the TV. But if you have a commitment to keep, we'd be more than willing to turn it back on.	CDR
27694	205252	Roger. Stand by.	CC
27695	205285	Apollo 11, Houston. We'd like to terminate the TV. We don't - We think we got a really - a good tape. That hour and a half show was superb. And we'd like to pick up TV - correction - PTC at about 58 hours. Over.	CC
27696	205304	Roger. PTC at 58 hours.	CDR
27697	205308	And we'll have the remaining functions in the flight plan soon. Over.	CC
27698	205316	Okay. Fine.	CDR
27699	205445	Apollo 11, Houston. Our recommendations on the activities for the next hour or so, as far as flight plan goes, are: Continue your LM familiarization as desired until about 58 hours, then ingress to the CSM, close the hatch, and establish PTC shortly thereafter. Over.	CC
27700	205467	And, Apollo 11, Houston. Terminate the - -	CC
27701	205469	Okay.	LMP
27702	205470	- - the water dump. Over.	CC
27703	205471	Okay, Charlie. Thank you.	LMP
27704	205474	Okay. Water dump being terminated now.	LMP
27705	206268	Houston, Apollo 11.	CMP
27706	206271	11, Houston. Go ahead.	CC
27707	206275	Roger, Houston. I'd like to do a P52 option 3 and tweak the platform up prior to starting the PTC. Over.	CMP
27708	206283	Roger, 11. Stand by.	CC
27709	206294	11, Houston. That sounds like a good idea to us. Go ahead.	CC
27710	206300	Okay. And the platform's looking pretty good to me. It looks like the worst axis drift is 0.01 something degrees per hour. Is that about what you figure?	CMP
27711	206307	11, Roger. We've had reports all the marks have been good all the - the last couple of times you've run them. Just a moment; I'll get you some	CC
27712	206321	Okay, Owen. Thank you. You got the maroons on?	CMP
27713	206327	Say again, 11.	CC
27714	206331	I say you got the maroons on now?	CMP
27715	206334	Not permanently, Mike. Just have a stand-by here while Charlie's out checking how to use that special tool on the camera. The maroon team will be on tomorrow.	CC
